Project Name,Borough,NTA - Neighborhood Tabulation Area,Income,Rented_vs_Owned,Level of Affordable in Building
ELECTCHESTER HOUSING CO 3.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 3.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 3.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 4.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 4.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 4.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 4.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
ELECTCHESTER HOUSING CO 4.HRP.FY21,Queens,QN38,low,mostly_owned,mostly_affordable
102 QUINCY STREET,Brooklyn,BK69,moderately_low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
PFIZER SITE - 34 UNION AVENUE,Brooklyn,BK75,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
HCCI HP PLAZA HDFC.YR15.FY21,Manhattan,MN03,low,mostly_rented,mostly_affordable
KAY'S PLACE,Brooklyn,BK37,low,mostly_rented,mostly_affordable
493 MYRTLE AVENUE,Brooklyn,BK69,low,mostly_rented,mostly_standard
FOXY. 1323 BOSTON ROAD,Bronx,BX35,very_low,mostly_rented,mostly_affordable
50TH STREET HDFC.GHPP.FY23,Brooklyn,BK32,low,mostly_rented,mostly_affordable
50TH STREET HDFC.GHPP.FY23,Brooklyn,BK32,low,mostly_rented,mostly_affordable
"CONCOURSE VILLAGE, INC.HRP.FY21",Bronx,,low,mostly_owned,mostly_affordable
"CONCOURSE VILLAGE, INC.HRP.FY21",Bronx,,low,mostly_owned,mostly_affordable
"CONCOURSE VILLAGE, INC.HRP.FY21",Bronx,,low,mostly_owned,mostly_affordable
"CONCOURSE VILLAGE, INC.HRP.FY21",Bronx,,low,mostly_owned,mostly_affordable
"CONCOURSE VILLAGE, INC.HRP.FY21",Bronx,,low,mostly_owned,mostly_affordable
"CONCOURSE VILLAGE, INC.HRP.FY21",Bronx,,low,mostly_owned,mostly_affordable
"WHGA MANNIE L. WILSON TOWERS, LP.YR15.FY21",Manhattan,MN09,very_low,mostly_rented,mostly_affordable
2465 CROTONA AVENUE.GHPP.FY23,Bronx,BX06,low,mostly_rented,mostly_affordable
HAMILTON HEIGHTS II LLC.PLP.FY24 (HAMILTON HEIGHTS CLUSTER),Manhattan,MN04,very_low,mostly_rented,mostly_affordable
HAMILTON HEIGHTS II LLC.PLP.FY24 (HAMILTON HEIGHTS CLUSTER),Manhattan,MN04,very_low,mostly_rented,mostly_affordable
HAMILTON HEIGHTS II LLC.PLP.FY24 (HAMILTON HEIGHTS CLUSTER),Manhattan,MN04,very_low,mostly_rented,mostly_affordable
HAMILTON HEIGHTS II LLC.PLP.FY24 (HAMILTON HEIGHTS CLUSTER),Manhattan,MN04,low,mostly_rented,mostly_affordable
HAMILTON HEIGHTS II LLC.PLP.FY24 (HAMILTON HEIGHTS CLUSTER),Manhattan,MN04,very_low,mostly_rented,mostly_affordable
HAMILTON HEIGHTS II LLC.PLP.FY24 (HAMILTON HEIGHTS CLUSTER),Manhattan,MN04,very_low,mostly_rented,mostly_affordable
250 WEST HDFC.HPO.FY22 (CASSIOPEIA APTS - W 116 ST),Manhattan,MN11,low,mostly_rented,mostly_affordable
1 SULLIVAN,Brooklyn,BK63,low,mostly_rented,mostly_standard
407 REMSEN AVENUE,Brooklyn,BK96,low,mostly_rented,mostly_standard
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
3055 VALENTINE AVENUE,Bronx,BX05,moderately_low,mostly_rented,mixed_aff_and_stand
81 STARR STREET,Brooklyn,BK77,moderately_low,mostly_rented,mixed_aff_and_stand
2120 DALY AVENUE,Bronx,BX17,moderately_low,mostly_rented,mixed_aff_and_stand
610 MYRTLE AVENUE,Brooklyn,BK69,moderately_low,mostly_rented,mixed_aff_and_stand
277 MILFORD STREET,Brooklyn,BK82,moderately_low,mostly_rented,mixed_aff_and_stand
ONE LIC APARTMENTS,Queens,QN31,moderately_low,mostly_rented,mixed_aff_and_stand
209-211-213 TROY AVENUE APARTMENTS,Brooklyn,BK61,moderately_low,mostly_rented,mostly_affordable
209-211-213 TROY AVENUE APARTMENTS,Brooklyn,BK61,moderately_low,mostly_rented,mostly_standard
209-211-213 TROY AVENUE APARTMENTS,Brooklyn,BK61,moderately_low,mostly_rented,mostly_affordable
210 PARKVILLE AVENUE,Brooklyn,BK42,moderately_low,mostly_rented,mixed_aff_and_stand
1597 LINCOLN PLACE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
THE URBAN,Queens,QN51,moderately_low,mostly_rented,mixed_aff_and_stand
102 SOMERS STREET,Brooklyn,BK79,moderately_low,mostly_rented,mixed_aff_and_stand
EAST 142ND STREET APARTMENTS,Bronx,BX39,moderately_low,mostly_rented,mostly_affordable
EAST 142ND STREET APARTMENTS,Bronx,BX39,moderately_low,mostly_rented,mostly_standard
217 BOERUM STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
486 EAST 28TH STREET,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
2513 WALLACE AVENUE,Bronx,BX07,moderately_low,mostly_rented,mixed_aff_and_stand
1431 VYSE AVENUE,Bronx,BX75,moderately_low,mostly_rented,mixed_aff_and_stand
85 RUTLEDGE STREET,Brooklyn,BK72,moderately_low,mostly_rented,mixed_aff_and_stand
2155 CATON AVENUE,Brooklyn,BK60,moderately_low,mostly_rented,mixed_aff_and_stand
2338 2ND AVENUE,Manhattan,MN34,moderately_low,mostly_rented,mixed_aff_and_stand
325 GATES AVENUE,Brooklyn,BK75,moderately_low,mostly_rented,mixed_aff_and_stand
93 LINDEN STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
1098 MADISON STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
2245 CRESTON AVENUE,Bronx,BX40,moderately_low,mostly_rented,mixed_aff_and_stand
83 STOCKHOLM STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
746 EAST 214TH STREET,Bronx,BX44,moderately_low,mostly_rented,mixed_aff_and_stand
2543 CRUGER AVENUE,Bronx,BX07,moderately_low,mostly_rented,mixed_aff_and_stand
555 GRAND STREET,Brooklyn,BK73,moderately_low,mostly_rented,mixed_aff_and_stand
124 ERASMUS STREET,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
379 HARMAN STREET,Brooklyn,BK77,moderately_low,mostly_rented,mixed_aff_and_stand
893 WILLOUGHBY AVENUE,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
221 EAST 105TH STREET,Manhattan,MN33,moderately_low,mostly_rented,mixed_aff_and_stand
739 AND 741 FENIMORE STREET,Brooklyn,BK60,moderately_low,mostly_rented,mixed_aff_and_stand
1515 PARK PLACE APARTMENTS,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
18A BLEECKER STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
436 LAFAYETTE AVENUE,Brooklyn,BK75,moderately_low,mostly_rented,mixed_aff_and_stand
703 HART STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
156-160 ERASMUS STREET,Brooklyn,BK95,moderately_low,mostly_rented,mostly_affordable
156-160 ERASMUS STREET,Brooklyn,BK95,moderately_low,mostly_rented,mostly_standard
1709 PARK PLACE,Brooklyn,BK79,moderately_low,mostly_rented,mixed_aff_and_stand
THE HYLAND,Brooklyn,BK32,moderately_low,mostly_rented,mixed_aff_and_stand
1489-1495 BROOKLYN AVENUE,Brooklyn,BK61,moderately_low,mostly_rented,mostly_affordable
1489-1495 BROOKLYN AVENUE,Brooklyn,BK91,moderately_low,mostly_rented,mostly_standard
186 GREENPOINT AVENUE,Brooklyn,BK76,moderately_low,mostly_rented,mixed_aff_and_stand
312 97TH STREET,Brooklyn,BK31,moderately_low,mostly_rented,mixed_aff_and_stand
3128 HENRY HUDSON PARKWAY EAST,Bronx,BX29,moderately_low,mostly_rented,mixed_aff_and_stand
594 & 596 POWELL STREET,Brooklyn,BK81,moderately_low,mostly_rented,mostly_affordable
594 & 596 POWELL STREET,Brooklyn,BK81,moderately_low,mostly_rented,mostly_standard
24 CEDAR STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
3053 VILLA AVENUE,Bronx,BX05,moderately_low,mostly_rented,mixed_aff_and_stand
1255 BEDFORD AVENUE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
102 CENTRAL AVENUE,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
290 UNION AVENUE,Brooklyn,BK90,moderately_low,mostly_rented,mixed_aff_and_stand
3512/3514 FARRAGUT APARTMENTS,Brooklyn,BK91,moderately_low,mostly_rented,mostly_affordable
3512/3514 FARRAGUT APARTMENTS,Brooklyn,BK91,moderately_low,mostly_rented,mostly_standard
1044 BEDFORD AVENUE,Brooklyn,BK75,moderately_low,mostly_rented,mixed_aff_and_stand
938 BUSHWICK AVENUE,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
26-26 18TH STREET,Queens,QN71,moderately_low,mostly_rented,mixed_aff_and_stand
3506 & 3508 FARRAGUT ROAD,Brooklyn,BK91,moderately_low,mostly_rented,mostly_affordable
3506 & 3508 FARRAGUT ROAD,Brooklyn,BK91,moderately_low,mostly_rented,mostly_standard
23-71 31ST STREET,Queens,QN72,moderately_low,mostly_rented,mixed_aff_and_stand
350 RUTLAND ROAD,Brooklyn,BK60,moderately_low,mostly_rented,mixed_aff_and_stand
41-53 77TH STREET,Queens,QN29,moderately_low,mostly_rented,mixed_aff_and_stand
104 LINDEN BOULEVARD,Brooklyn,BK60,moderately_low,mostly_rented,mixed_aff_and_stand
2232 KIMBALL STREET,Brooklyn,BK45,moderately_low,mostly_rented,mixed_aff_and_stand
523 WEST 173RD STREET APARTMENTS,Manhattan,MN36,low,mostly_rented,mostly_standard
1119 BROADWAY,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
639 FOSTER AVENUE,Brooklyn,BK42,moderately_low,mostly_rented,mixed_aff_and_stand
THE STRAND,Queens,QN20,moderately_low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK61,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK61,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK61,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK61,low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK61,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK75,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,very_low,mostly_rented,mostly_affordable
ALBANY KINGSTON HDFC,Brooklyn,BK35,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Queens,,very_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Brooklyn,,very_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,very_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,moderately_low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
33 FRANKLIN STREET,Brooklyn,BK76,low,mostly_rented,mostly_standard
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
1305 MORRIS AVENUE HDFC.YR15.FY23,Bronx,BX14,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
QN-22-61 45TH STREET AND 22-60 46TH STREET_MIH70046,Queens,QN72,low,mostly_owned,mostly_standard
QN-22-61 45TH STREET AND 22-60 46TH STREET_MIH70046,Queens,QN72,low,mostly_rented,mostly_standard
SEAGIRT SENIOR HOUSING HDFC,Queens,QN15,very_low,mostly_rented,mostly_affordable
THESSALONICA COURT APARTMENTS,Bronx,BX39,very_low,mostly_rented,mostly_affordable
1516 BEDFORD.HPO.FY21,Brooklyn,BK61,moderately_low,mostly_rented,mostly_affordable
ROCKAWAY VILLAGE PHASE 4,Queens,QN15,low,mostly_rented,mostly_affordable
ROCKAWAY VILLAGE PHASE 4,Queens,QN15,low,mostly_rented,mostly_affordable
1010 PACIFIC OWNER LLC_MIH69636,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
166-20 90TH AVENUE,Queens,QN61,low,mostly_rented,mostly_standard
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
21 GARDEN STREET,Brooklyn,BK78,low,mostly_rented,mostly_standard
10 MARCY AVE,Brooklyn,BK73,low,mostly_rented,mostly_standard
95-08 147TH PLACE,Queens,QN61,low,mostly_rented,mostly_standard
202 EAST 23RD STREET,Manhattan,MN21,moderately_low,mostly_rented,mostly_standard
BROOK AND BROWN HDFC,Bronx,BX39,very_low,mostly_rented,mostly_affordable
BROOK AND BROWN HDFC,Bronx,BX39,very_low,mostly_rented,mostly_affordable
BROOK AND BROWN HDFC,Bronx,BX39,very_low,mostly_rented,mostly_affordable
BROOK AND BROWN HDFC,Bronx,BX39,very_low,mostly_rented,mostly_affordable
CRISCUOLO HOMES LP.YR15.FY22,Bronx,BX99,low,mostly_rented,mostly_affordable
CRISCUOLO HOMES LP.YR15.FY22,Bronx,BX75,low,mostly_rented,mostly_affordable
CRISCUOLO HOMES LP.YR15.FY22,Bronx,BX17,very_low,mostly_rented,mostly_affordable
CRISCUOLO HOMES LP.YR15.FY22,Bronx,BX17,low,mostly_rented,mostly_affordable
SAINT FRANCIS PORTFOLIO.GHPP.FY23,Manhattan,MN13,very_low,mostly_rented,mostly_affordable
SAINT FRANCIS PORTFOLIO.GHPP.FY23,Manhattan,MN21,very_low,mostly_rented,mostly_affordable
SAINT FRANCIS PORTFOLIO.GHPP.FY23,Manhattan,MN13,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
BANANA KELLY. BK CLUSTER 2. JOE NYC,Bronx,BX27,low,mostly_rented,mostly_affordable
BANANA KELLY. BK CLUSTER 2. JOE NYC,Bronx,BX33,very_low,mostly_rented,mostly_affordable
CLAY AVENUE CLUSTER L.P.YR15.FY21,Bronx,BX14,low,mostly_rented,mostly_affordable
CLAY AVENUE CLUSTER L.P.YR15.FY21,Bronx,BX14,low,mostly_rented,mostly_affordable
CLAY AVENUE CLUSTER L.P.YR15.FY21,Bronx,BX14,low,mostly_rented,mostly_affordable
CLAY AVENUE CLUSTER L.P.YR15.FY21,Bronx,BX14,low,mostly_rented,mostly_affordable
CLAY AVENUE CLUSTER L.P.YR15.FY21,Bronx,BX14,low,mostly_rented,mostly_affordable
CLAY AVENUE CLUSTER L.P.YR15.FY21,Bronx,BX14,low,mostly_rented,mostly_affordable
SHERWOOD LLC.HUDMF.FY23,Queens,QN25,very_low,mostly_rented,mostly_affordable
SHERWOOD LLC.HUDMF.FY23,Queens,QN25,very_low,mostly_rented,mostly_affordable
SHERWOOD LLC.HUDMF.FY23,Queens,QN25,very_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
570 NOSTRAND AVENUE,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
1337 GATES AVENUE,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
THE ARCHES,Bronx,BX39,moderately_low,mostly_rented,mixed_aff_and_stand
ONE BLUE SLIP,Brooklyn,BK76,moderately_low,mostly_rented,mixed_aff_and_stand
1214 GREENE AVENUE,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
810 FULTON STREET APARTMENTS PHASE II,Brooklyn,BK69,moderately_low,mostly_rented,mostly_standard
42 EAST 132ND STREET,Manhattan,MN03,low,mostly_rented,mostly_standard
535 GRAND STREET,Brooklyn,BK73,moderately_low,mostly_rented,mixed_aff_and_stand
1609 VOORHIES AVENUE,Brooklyn,BK17,moderately_low,mostly_rented,mixed_aff_and_stand
65 GRAHAM AVENUE,Brooklyn,BK90,moderately_low,mostly_rented,mixed_aff_and_stand
984 MADISON STREET,Brooklyn,BK78,moderately_low,mostly_rented,mostly_standard
782 NEW YORK AVENUE,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
1259 51ST STREET,Brooklyn,BK88,moderately_low,mostly_rented,mixed_aff_and_stand
1626 & 1630 BROOKLYN AVENUE,Brooklyn,BK91,moderately_low,mostly_rented,mostly_affordable
1626 & 1630 BROOKLYN AVENUE,Brooklyn,BK91,moderately_low,mostly_rented,mostly_standard
165 STOCKHOLM STREET,Brooklyn,BK77,moderately_low,mostly_rented,mixed_aff_and_stand
74-10 BROADWAY,Queens,QN29,moderately_low,mostly_rented,mixed_aff_and_stand
48 JEFFERSON STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
65 WOODBINE STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
1801 BROADWAY,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
410 EAST 28 STREET,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
THE CROWN,Brooklyn,BK19,moderately_low,mostly_rented,mixed_aff_and_stand
222 JOHNSON AVENUE,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
61 SCHAEFER STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
482 SENECA AVENUE,Queens,QN20,moderately_low,mostly_rented,mixed_aff_and_stand
58 GREENPOINT AVENUE,Brooklyn,BK76,moderately_low,mostly_rented,mixed_aff_and_stand
380 GROVE STREET,Brooklyn,BK77,moderately_low,mostly_rented,mixed_aff_and_stand
360 VAN DUZER STREET,Staten Island,SI37,moderately_low,mostly_rented,mixed_aff_and_stand
50 CLARKSON AVENUE,Brooklyn,BK60,moderately_low,mostly_rented,mixed_aff_and_stand
83-67 116TH STREET,Queens,QN60,moderately_low,mostly_rented,mostly_standard
857 HORNADAY PLACE,Bronx,BX17,moderately_low,mostly_rented,mixed_aff_and_stand
1035 CORTELYOU ROAD,Brooklyn,BK42,moderately_low,mostly_rented,mixed_aff_and_stand
168 EAST 100TH STREET,Manhattan,MN33,moderately_low,mostly_rented,mixed_aff_and_stand
312 DEVOE STREET,Brooklyn,BK90,moderately_low,mostly_rented,mixed_aff_and_stand
141 WOODBINE STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
1520 FULTON STREET,Brooklyn,BK61,moderately_low,mostly_rented,mixed_aff_and_stand
29-19 NEWTOWN AVENUE,Queens,QN71,moderately_low,mostly_rented,mixed_aff_and_stand
2490 3RD AVENUE,Bronx,BX39,moderately_low,mostly_rented,mixed_aff_and_stand
SEA BREEZE TOWER,Brooklyn,BK23,moderately_low,mostly_rented,mixed_aff_and_stand
51-55 VERONICA PLACE,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
CLERMONT AREA HDFC.GHPP.FY23,Brooklyn,BK69,low,mostly_owned,mostly_affordable
"1281 HOE AVENUE, LLC",Bronx,BX75,low,mostly_rented,mostly_affordable
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Manhattan,,low,mostly_owned,mostly_affordable
180 ASHLAND PLACE,Brooklyn,BK68,low,mostly_rented,mostly_standard
2721 COLDEN AVE_MIH70356,Bronx,BX31,low,mostly_rented,mixed_aff_and_stand
211 MCGUINESS,Brooklyn,BK76,moderately_low,mostly_rented,mostly_standard
CONFIDENTIAL,Brooklyn,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
241-15 NORTHERN BOULEVARD,Queens,QN45,low,mostly_rented,mostly_standard
153-10 88TH AVE,Queens,QN35,moderately_low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Staten Island,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
915 ELSMERE PLACE,Bronx,BX17,low,mostly_rented,mixed_aff_and_stand
2017 GRAND CONCOURSE,Bronx,BX41,low,mostly_rented,mostly_affordable
BROOKLYN - 985 PACIFIC STREET_MIH70451,Brooklyn,BK61,moderately_low,mostly_rented,mostly_standard
PROJECT RENEWAL.225 E 45TH STREET.NEW PROVIDENCE,Manhattan,MN19,very_low,mostly_rented,mostly_affordable
305 EAST 165TH STREET,Bronx,BX14,low,mostly_rented,mixed_aff_and_stand
CONFIDENTIAL,Manhattan,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Manhattan,,low,mostly_owned,mostly_affordable
ENNIS FRANCIS III- MIXED INCOME,Manhattan,MN11,moderately_low,mostly_rented,mostly_affordable
CONFIDENTIAL,Queens,,low,mostly_owned,mostly_affordable
CONFIDENTIAL,Bronx,,low,mostly_owned,mostly_affordable
TAINO TOWERS PHASE 3.HUDMF.FY23,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
TAINO TOWERS PHASE 3.HUDMF.FY23,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
TAINO TOWERS PHASE 3.HUDMF.FY23,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
TAINO TOWERS PHASE 3.HUDMF.FY23,Manhattan,MN34,very_low,mostly_rented,mostly_affordable
1780 SHEEPSHEAD BAY ROAD,Brooklyn,BK17,moderately_low,mostly_rented,mixed_aff_and_stand
222 EAST 44TH STREET PHASE II,Manhattan,MN19,moderately_low,mostly_rented,mostly_standard
33-29 103 STREET APARTMENTS,Queens,QN26,moderately_low,mostly_rented,mixed_aff_and_stand
148 BLEECKER STREET APARTMENT,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
23-61 31ST STREET APARTMENTS,Queens,QN72,moderately_low,mostly_rented,mixed_aff_and_stand
36-08 28TH AVENUE APARTMENTS,Queens,QN70,moderately_low,mostly_rented,mixed_aff_and_stand
2278 BRONX PARK EAST,Bronx,BX99,moderately_low,mostly_rented,mixed_aff_and_stand
1027 REVEREND JAMES POLITE AVENUE APARTMENTS,Bronx,BX33,moderately_low,mostly_rented,mixed_aff_and_stand
2502 & 2506 NEWKIRK AVENUE,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
25-22 30TH DRIVE,Queens,QN71,moderately_low,mostly_rented,mixed_aff_and_stand
27 BUCHANAN PLACE,Bronx,BX36,moderately_low,mostly_rented,mixed_aff_and_stand
834 PACIFIC STREET,Brooklyn,BK64,moderately_low,mostly_rented,mixed_aff_and_stand
3915 14TH AVENUE,Brooklyn,BK88,moderately_low,mostly_rented,mixed_aff_and_stand
ROOSEVELT PARC APARTMENTS,Queens,QN50,moderately_low,mostly_rented,mixed_aff_and_stand
260 GOLD STREET APARTMENTS,Brooklyn,BK38,moderately_low,mostly_rented,mixed_aff_and_stand
46 MELROSE STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
722 HINSDALE STREET APARMENTS,Brooklyn,BK82,moderately_low,mostly_rented,mixed_aff_and_stand
CENTENNIAL ASTORIA APARTMENTS,Queens,QN71,moderately_low,mostly_rented,mixed_aff_and_stand
312 BROADWAY,Brooklyn,BK72,moderately_low,mostly_rented,mixed_aff_and_stand
45-57 DAVIS STREET APARTMENTS,Queens,QN31,moderately_low,mostly_rented,mixed_aff_and_stand
27-15 ASTORIA BOULEVARD APARTMENTS,Queens,QN71,moderately_low,mostly_rented,mixed_aff_and_stand
91 FRANKLIN AVENUE APARTMENTS,Brooklyn,BK75,moderately_low,mostly_rented,mixed_aff_and_stand
2265 HUGHES AVENUE APARTMENT,Bronx,BX06,moderately_low,mostly_rented,mixed_aff_and_stand
885 ROGERS PLAZA,Brooklyn,BK95,moderately_low,mostly_rented,mixed_aff_and_stand
855 DEKALB AVENUE APARTMENTS,Brooklyn,BK35,moderately_low,mostly_rented,mixed_aff_and_stand
37-56 103RD STREET,Queens,QN26,moderately_low,mostly_rented,mixed_aff_and_stand
61 TROUTMAN STREET,Brooklyn,BK78,moderately_low,mostly_rented,mixed_aff_and_stand
1225 42ND STREET,Brooklyn,BK88,moderately_low,mostly_rented,mixed_aff_and_stand
586 & 596 EAST 32ND STREET APARTMENTS,Brooklyn,BK42,moderately_low,mostly_rented,mixed_aff_and_stand
586 & 596 EAST 32ND STREET APARTMENTS,Brooklyn,BK42,moderately_low,mostly_rented,mixed_aff_and_stand
2633 OCEAN AVENUE APARTMENTS,Brooklyn,BK17,moderately_low,mostly_rented,mixed_aff_and_stand
